smoke,sex,age,edu,weight,height,bmi,sport,marital,region,wkabint,income,ls,ID
YES,MALE,36,SECONDARY,85.0,186.0,24.5693143716036,YES,SINGLE,Lubuskie,NO,3000.0,DELIGHTED,3872
NO,FEMALE,40,POST-SECONDARY OR HIGHER,56.0,158.0,22.4323025156225,YES,MARRIED,Warminsko-mazurskie,NO,1500.0,MOSTLY SATISFIED,3873
NO,FEMALE,35,SECONDARY,85.0,167.0,30.4779662232421,NO,MARRIED,Lodzkie,NO,4000.0,MOSTLY SATISFIED,3874
NO,FEMALE,33,POST-SECONDARY OR HIGHER,61.0,162.0,23.2434080170706,NO,MARRIED,Mazowieckie,NO,,DELIGHTED,3875
YES,MALE,30,PRIMARY/NO EDUCATION,80.0,170.0,27.681660899654,NO,SINGLE,Mazowieckie,NO,1700.0,MIXED,3876
NO,MALE,62,PRIMARY/NO EDUCATION,100.0,180.0,30.8641975308642,YES,MARRIED,Podkarpackie,NO,1000.0,PLEASED,3877
NO,FEMALE,16,PRIMARY/NO EDUCATION,51.0,163.0,19.1953027964922,NO,SINGLE,Malopolskie,NO,,PLEASED,3878
NO,FEMALE,23,POST-SECONDARY OR HIGHER,67.0,157.0,27.1816300864132,YES,SINGLE,Pomorskie,YES,400.0,MOSTLY SATISFIED,3879
YES,MALE,76,PRIMARY/NO EDUCATION,83.0,175.0,27.1020408163265,YES,DE FACTO SEPARATED,Warminsko-mazurskie,NO,1000.0,MIXED,3880
YES,MALE,53,VOCATIONAL/GRAMMAR,84.0,176.0,27.1177685950413,YES,MARRIED,Dolnoslaskie,NO,1500.0,MOSTLY SATISFIED,3881
NO,FEMALE,69,SECONDARY,80.0,164.0,29.7441998810232,NO,WIDOWED,Opolskie,NO,2600.0,MOSTLY SATISFIED,3882
YES,FEMALE,74,POST-SECONDARY OR HIGHER,50.0,160.0,19.53125,YES,SINGLE,Mazowieckie,NO,1000.0,MOSTLY SATISFIED,3883
NO,FEMALE,31,POST-SECONDARY OR HIGHER,58.0,157.0,23.5303663434622,YES,MARRIED,Dolnoslaskie,NO,,MOSTLY SATISFIED,3884
NO,FEMALE,22,SECONDARY,64.0,165.0,23.5078053259871,YES,MARRIED,Slaskie,NO,1100.0,PLEASED,3885
NO,MALE,17,VOCATIONAL/GRAMMAR,64.0,172.0,21.6333153055706,YES,SINGLE,Lubelskie,NO,0.0,MOSTLY SATISFIED,3886
YES,FEMALE,47,SECONDARY,52.0,158.0,20.829995193078,YES,MARRIED,Kujawsko-pomorskie,NO,0.0,PLEASED,3887
NO,FEMALE,55,POST-SECONDARY OR HIGHER,69.0,164.0,25.6543723973825,YES,MARRIED,Lodzkie,NO,3000.0,PLEASED,3888
NO,FEMALE,43,SECONDARY,65.0,162.0,24.7675659198293,NO,MARRIED,Lodzkie,NO,1500.0,MIXED,3889
NO,FEMALE,50,PRIMARY/NO EDUCATION,89.0,162.0,33.9125133363816,YES,SINGLE,Warminsko-mazurskie,NO,710.0,MOSTLY DISSATISFIED,3890
NO,FEMALE,37,POST-SECONDARY OR HIGHER,64.0,169.0,22.4081789853296,NO,MARRIED,Dolnoslaskie,NO,1600.0,MOSTLY SATISFIED,3891
NO,MALE,25,POST-SECONDARY OR HIGHER,57.0,170.0,19.7231833910035,NO,SINGLE,Slaskie,NO,,PLEASED,3892
NO,MALE,77,PRIMARY/NO EDUCATION,65.0,167.0,23.3066800530675,YES,MARRIED,Swietokrzyskie,NO,1100.0,PLEASED,3893
YES,MALE,43,VOCATIONAL/GRAMMAR,86.0,168.0,30.4705215419501,YES,MARRIED,Dolnoslaskie,NO,5000.0,PLEASED,3894
YES,MALE,35,PRIMARY/NO EDUCATION,97.0,180.0,29.9382716049383,NO,SINGLE,Dolnoslaskie,NO,800.0,MOSTLY SATISFIED,3895
YES,MALE,53,PRIMARY/NO EDUCATION,90.0,170.0,31.1418685121107,YES,MARRIED,Mazowieckie,NO,800.0,MOSTLY DISSATISFIED,3896
NO,MALE,46,VOCATIONAL/GRAMMAR,110.0,176.0,35.5113636363636,YES,MARRIED,Kujawsko-pomorskie,NO,2000.0,PLEASED,3897
NO,FEMALE,64,SECONDARY,89.0,164.0,33.0904223676383,YES,WIDOWED,Opolskie,NO,1500.0,MOSTLY SATISFIED,3898
NO,FEMALE,29,SECONDARY,61.0,164.0,22.6799524092802,YES,SINGLE,Warminsko-mazurskie,NO,1385.0,PLEASED,3899
YES,MALE,60,VOCATIONAL/GRAMMAR,80.0,168.0,28.3446712018141,YES,MARRIED,Lodzkie,NO,1200.0,MOSTLY SATISFIED,3900
YES,FEMALE,35,POST-SECONDARY OR HIGHER,60.0,164.0,22.3081499107674,NO,MARRIED,Dolnoslaskie,NO,1800.0,MIXED,3901
YES,FEMALE,55,PRIMARY/NO EDUCATION,70.0,170.0,24.2214532871972,YES,WIDOWED,Slaskie,NO,2500.0,MIXED,3902
NO,FEMALE,33,VOCATIONAL/GRAMMAR,53.0,162.0,20.1950922115531,YES,MARRIED,Swietokrzyskie,NO,0.0,MOSTLY SATISFIED,3903
YES,FEMALE,53,SECONDARY,68.0,164.0,25.2825698988697,YES,SINGLE,Dolnoslaskie,NO,1461.0,MIXED,3904
NO,FEMALE,32,POST-SECONDARY OR HIGHER,51.0,160.0,19.921875,NO,MARRIED,Malopolskie,NO,1500.0,PLEASED,3905
NO,FEMALE,19,VOCATIONAL/GRAMMAR,50.0,162.0,19.0519737844841,NO,SINGLE,Slaskie,NO,0.0,PLEASED,3906
YES,FEMALE,58,VOCATIONAL/GRAMMAR,65.0,155.0,27.0551508844953,YES,MARRIED,Lubuskie,NO,680.0,MOSTLY SATISFIED,3907
NO,MALE,37,POST-SECONDARY OR HIGHER,92.0,180.0,28.3950617283951,YES,MARRIED,Dolnoslaskie,NO,11000.0,PLEASED,3908
YES,MALE,37,VOCATIONAL/GRAMMAR,80.0,175.0,26.1224489795918,YES,MARRIED,Podlaskie,YES,3000.0,PLEASED,3909
YES,FEMALE,38,PRIMARY/NO EDUCATION,63.0,173.0,21.0498179023689,YES,MARRIED,Dolnoslaskie,YES,,PLEASED,3910
YES,FEMALE,26,POST-SECONDARY OR HIGHER,55.0,176.0,17.7556818181818,NO,SINGLE,Dolnoslaskie,NO,,PLEASED,3911
NO,MALE,56,PRIMARY/NO EDUCATION,79.0,176.0,25.5036157024793,NO,SINGLE,Lubelskie,NO,2000.0,MIXED,3912
NO,MALE,38,VOCATIONAL/GRAMMAR,63.0,176.0,20.338326446281,YES,SINGLE,Slaskie,NO,2100.0,MOSTLY SATISFIED,3913
NO,FEMALE,63,SECONDARY,68.0,163.0,25.5937370619895,NO,MARRIED,Podlaskie,NO,1300.0,MOSTLY SATISFIED,3914
NO,MALE,19,VOCATIONAL/GRAMMAR,105.0,184.0,31.0137051039698,NO,SINGLE,Malopolskie,NO,,MOSTLY SATISFIED,3915
YES,MALE,44,VOCATIONAL/GRAMMAR,100.0,180.0,30.8641975308642,NO,MARRIED,Podkarpackie,YES,1000.0,UNHAPPY,3916
YES,FEMALE,44,SECONDARY,98.0,167.0,35.1393022338556,NO,MARRIED,Lubuskie,NO,1400.0,PLEASED,3917
NO,FEMALE,67,POST-SECONDARY OR HIGHER,86.0,171.0,29.4107588659759,NO,MARRIED,Mazowieckie,NO,3000.0,MOSTLY SATISFIED,3918
NO,FEMALE,52,POST-SECONDARY OR HIGHER,62.0,158.0,24.8357634994392,NO,MARRIED,Slaskie,NO,2300.0,PLEASED,3919
YES,MALE,40,VOCATIONAL/GRAMMAR,90.0,178.0,28.4055043555107,YES,MARRIED,Kujawsko-pomorskie,NO,1500.0,PLEASED,3920
YES,FEMALE,61,SECONDARY,55.0,167.0,19.7210369679802,NO,MARRIED,Dolnoslaskie,NO,1769.0,MIXED,3921
NO,MALE,31,VOCATIONAL/GRAMMAR,90.0,185.0,26.2965668371074,YES,DIVORCED,Wielkopolskie,NO,1100.0,MIXED,3922
NO,FEMALE,74,SECONDARY,54.0,160.0,21.09375,YES,MARRIED,Malopolskie,NO,1300.0,MIXED,3923
NO,FEMALE,63,POST-SECONDARY OR HIGHER,60.0,157.0,24.3417582863402,NO,MARRIED,Slaskie,NO,2700.0,PLEASED,3924
NO,MALE,18,VOCATIONAL/GRAMMAR,78.0,174.0,25.7629805786762,NO,SINGLE,Mazowieckie,NO,,PLEASED,3925
NO,MALE,65,PRIMARY/NO EDUCATION,89.0,176.0,28.7319214876033,YES,MARRIED,Pomorskie,NO,1400.0,PLEASED,3926
NO,FEMALE,29,POST-SECONDARY OR HIGHER,63.0,170.0,21.7993079584775,YES,SINGLE,Warminsko-mazurskie,NO,1129.0,PLEASED,3927
NO,MALE,73,POST-SECONDARY OR HIGHER,98.0,178.0,30.9304380760005,NO,MARRIED,Wielkopolskie,NO,1800.0,MOSTLY SATISFIED,3928
NO,FEMALE,27,VOCATIONAL/GRAMMAR,60.0,158.0,24.034609838167,NO,SINGLE,Podkarpackie,YES,,MOSTLY SATISFIED,3929
NO,MALE,23,SECONDARY,76.0,180.0,23.4567901234568,YES,SINGLE,Wielkopolskie,NO,1800.0,PLEASED,3930
NO,MALE,41,VOCATIONAL/GRAMMAR,75.0,170.0,25.9515570934256,YES,SINGLE,Pomorskie,NO,1000.0,MIXED,3931
NO,FEMALE,32,VOCATIONAL/GRAMMAR,67.0,160.0,26.171875,YES,MARRIED,Wielkopolskie,NO,800.0,MOSTLY SATISFIED,3932
NO,FEMALE,17,VOCATIONAL/GRAMMAR,50.0,165.0,18.3654729109275,NO,SINGLE,Mazowieckie,NO,,MOSTLY SATISFIED,3933
NO,FEMALE,49,POST-SECONDARY OR HIGHER,74.0,167.0,26.5337588296461,YES,MARRIED,Zachodnio-pomorskie,NO,2500.0,PLEASED,3934
NO,MALE,38,VOCATIONAL/GRAMMAR,90.0,180.0,27.7777777777778,NO,MARRIED,Kujawsko-pomorskie,YES,2000.0,MOSTLY SATISFIED,3935
YES,FEMALE,45,PRIMARY/NO EDUCATION,65.0,170.0,22.4913494809689,YES,DIVORCED,Wielkopolskie,YES,600.0,MOSTLY DISSATISFIED,3936
NO,FEMALE,29,POST-SECONDARY OR HIGHER,54.0,162.0,20.5761316872428,NO,SINGLE,Lubuskie,NO,1600.0,PLEASED,3937
NO,MALE,39,PRIMARY/NO EDUCATION,75.0,170.0,25.9515570934256,YES,SINGLE,Malopolskie,NO,500.0,MOSTLY DISSATISFIED,3938
YES,FEMALE,52,VOCATIONAL/GRAMMAR,55.0,165.0,20.2020202020202,YES,MARRIED,Mazowieckie,NO,3600.0,MOSTLY SATISFIED,3939
NO,MALE,47,VOCATIONAL/GRAMMAR,85.0,174.0,28.075042938301,YES,DIVORCED,Swietokrzyskie,NO,316.0,MOSTLY DISSATISFIED,3940
NO,MALE,35,POST-SECONDARY OR HIGHER,94.0,176.0,30.3460743801653,YES,DIVORCED,Wielkopolskie,YES,1200.0,MIXED,3941
NO,MALE,35,SECONDARY,120.0,176.0,38.7396694214876,NO,MARRIED,Malopolskie,NO,0.0,PLEASED,3942
NO,FEMALE,45,POST-SECONDARY OR HIGHER,54.0,164.0,20.0773349196907,YES,MARRIED,Podkarpackie,NO,2645.0,MIXED,3943
NO,FEMALE,75,VOCATIONAL/GRAMMAR,70.0,156.0,28.7639710716634,YES,WIDOWED,Slaskie,NO,1400.0,PLEASED,3944
NO,FEMALE,75,SECONDARY,68.0,160.0,26.5625,YES,MARRIED,Slaskie,NO,1100.0,MOSTLY SATISFIED,3945
NO,MALE,17,VOCATIONAL/GRAMMAR,85.0,172.0,28.7317468902109,NO,SINGLE,Podkarpackie,NO,,MOSTLY SATISFIED,3946
YES,MALE,21,VOCATIONAL/GRAMMAR,70.0,188.0,19.8053417836125,YES,SINGLE,Mazowieckie,NO,600.0,PLEASED,3947
YES,MALE,32,VOCATIONAL/GRAMMAR,90.0,192.0,24.4140625,NO,MARRIED,Pomorskie,YES,2000.0,MOSTLY SATISFIED,3948
NO,FEMALE,65,PRIMARY/NO EDUCATION,69.0,158.0,27.639801313892,YES,WIDOWED,Pomorskie,NO,1300.0,MIXED,3949
NO,FEMALE,37,VOCATIONAL/GRAMMAR,59.0,166.0,21.4109449847583,YES,MARRIED,Warminsko-mazurskie,NO,700.0,PLEASED,3950
NO,FEMALE,74,SECONDARY,55.0,158.0,22.0317256849864,YES,MARRIED,Warminsko-mazurskie,NO,1050.0,MOSTLY SATISFIED,3951
YES,FEMALE,48,PRIMARY/NO EDUCATION,87.0,162.0,33.1504343850023,YES,MARRIED,Dolnoslaskie,NO,,PLEASED,3952
NO,FEMALE,25,POST-SECONDARY OR HIGHER,68.0,172.0,22.9853975121687,NO,SINGLE,Mazowieckie,YES,1600.0,MOSTLY DISSATISFIED,3953
YES,MALE,43,PRIMARY/NO EDUCATION,81.0,168.0,28.6989795918367,YES,SINGLE,Podkarpackie,YES,1200.0,MIXED,3954
NO,FEMALE,41,SECONDARY,78.0,168.0,27.6360544217687,YES,DIVORCED,Kujawsko-pomorskie,NO,0.0,PLEASED,3955
NO,FEMALE,75,PRIMARY/NO EDUCATION,74.0,162.0,28.1969212010364,YES,MARRIED,Lubelskie,NO,900.0,MIXED,3956
NO,MALE,63,SECONDARY,75.0,170.0,25.9515570934256,YES,MARRIED,Wielkopolskie,NO,0.0,MOSTLY SATISFIED,3957
NO,MALE,74,PRIMARY/NO EDUCATION,80.0,175.0,26.1224489795918,YES,MARRIED,Slaskie,NO,1700.0,PLEASED,3958
NO,FEMALE,88,PRIMARY/NO EDUCATION,75.0,158.0,30.0432622977087,YES,WIDOWED,Lubelskie,NO,1300.0,MOSTLY SATISFIED,3959
NO,MALE,58,SECONDARY,84.0,170.0,29.0657439446367,NO,MARRIED,Kujawsko-pomorskie,NO,3000.0,PLEASED,3960
NO,MALE,37,SECONDARY,92.0,176.0,29.7004132231405,YES,MARRIED,Podkarpackie,NO,0.0,MOSTLY SATISFIED,3961
NO,MALE,61,VOCATIONAL/GRAMMAR,75.0,165.0,27.5482093663912,NO,MARRIED,Slaskie,NO,2000.0,MOSTLY SATISFIED,3962
NO,MALE,47,VOCATIONAL/GRAMMAR,85.0,170.0,29.4117647058824,NO,MARRIED,Lubelskie,NO,1000.0,PLEASED,3963
NO,FEMALE,27,POST-SECONDARY OR HIGHER,62.0,172.0,20.9572742022715,NO,MARRIED,Pomorskie,NO,,PLEASED,3964
NO,FEMALE,40,VOCATIONAL/GRAMMAR,69.0,168.0,24.4472789115646,NO,DIVORCED,Kujawsko-pomorskie,NO,1700.0,MOSTLY SATISFIED,3965
NO,FEMALE,56,PRIMARY/NO EDUCATION,68.0,162.0,25.9106843468983,YES,MARRIED,Warminsko-mazurskie,NO,0.0,PLEASED,3966
NO,MALE,33,SECONDARY,85.0,181.0,25.9454839595861,NO,SINGLE,Warminsko-mazurskie,YES,1400.0,PLEASED,3967
NO,FEMALE,41,VOCATIONAL/GRAMMAR,53.0,158.0,21.2305720237141,NO,MARRIED,Malopolskie,NO,,MIXED,3968
YES,MALE,24,SECONDARY,83.0,187.0,23.7353084160256,NO,SINGLE,Lodzkie,NO,,PLEASED,3969
NO,FEMALE,61,SECONDARY,70.0,164.0,26.0261748958953,YES,WIDOWED,Lodzkie,NO,1400.0,PLEASED,3970
NO,FEMALE,20,VOCATIONAL/GRAMMAR,57.0,155.0,23.7252861602497,NO,SINGLE,Malopolskie,NO,300.0,PLEASED,3971
YES,MALE,45,VOCATIONAL/GRAMMAR,70.0,162.0,26.6727632982777,YES,MARRIED,Kujawsko-pomorskie,NO,1000.0,MIXED,3972
NO,MALE,34,VOCATIONAL/GRAMMAR,85.0,175.0,27.7551020408163,YES,MARRIED,Zachodnio-pomorskie,NO,2500.0,PLEASED,3973
NO,FEMALE,42,POST-SECONDARY OR HIGHER,75.0,166.0,27.2173029467267,YES,MARRIED,Lubuskie,NO,2300.0,PLEASED,3974
NO,FEMALE,66,PRIMARY/NO EDUCATION,78.0,164.0,29.0005948839976,YES,MARRIED,Wielkopolskie,NO,580.0,MIXED,3975
NO,FEMALE,70,PRIMARY/NO EDUCATION,100.0,170.0,34.6020761245675,YES,MARRIED,Slaskie,NO,1100.0,PLEASED,3976
NO,FEMALE,50,SECONDARY,67.0,163.0,25.2173585757838,YES,SINGLE,Lubelskie,NO,1200.0,MOSTLY SATISFIED,3977
NO,MALE,38,VOCATIONAL/GRAMMAR,98.0,178.0,30.9304380760005,YES,MARRIED,Zachodnio-pomorskie,NO,2000.0,PLEASED,3978
NO,FEMALE,28,POST-SECONDARY OR HIGHER,68.0,164.0,25.2825698988697,YES,MARRIED,Wielkopolskie,NO,0.0,MOSTLY SATISFIED,3979
NO,FEMALE,18,VOCATIONAL/GRAMMAR,50.0,160.0,19.53125,NO,SINGLE,Wielkopolskie,NO,,MOSTLY SATISFIED,3980
NO,FEMALE,43,VOCATIONAL/GRAMMAR,65.0,160.0,25.390625,YES,MARRIED,Podkarpackie,NO,0.0,MIXED,3981
NO,FEMALE,42,VOCATIONAL/GRAMMAR,70.0,164.0,26.0261748958953,NO,MARRIED,Opolskie,NO,,DELIGHTED,3982
NO,FEMALE,50,POST-SECONDARY OR HIGHER,58.0,164.0,21.5645449137418,YES,MARRIED,Swietokrzyskie,NO,0.0,MOSTLY SATISFIED,3983
NO,MALE,22,VOCATIONAL/GRAMMAR,80.0,180.0,24.6913580246914,YES,MARRIED,Podkarpackie,NO,1000.0,MOSTLY SATISFIED,3984
NO,FEMALE,45,VOCATIONAL/GRAMMAR,75.0,160.0,29.296875,YES,MARRIED,Lubelskie,NO,650.0,MOSTLY SATISFIED,3985
NO,MALE,21,SECONDARY,66.0,179.0,20.5986080334571,NO,SINGLE,Mazowieckie,YES,,PLEASED,3986
NO,MALE,19,VOCATIONAL/GRAMMAR,80.0,180.0,24.6913580246914,NO,SINGLE,Lodzkie,NO,,PLEASED,3987
NO,MALE,45,VOCATIONAL/GRAMMAR,90.0,179.0,28.0890109547143,YES,MARRIED,Podkarpackie,NO,1500.0,PLEASED,3988
NO,MALE,18,VOCATIONAL/GRAMMAR,45.0,155.0,18.7304890738814,NO,SINGLE,Malopolskie,NO,,DELIGHTED,3989
NO,FEMALE,60,POST-SECONDARY OR HIGHER,76.0,158.0,30.4438391283448,YES,MARRIED,Podkarpackie,NO,1325.0,PLEASED,3990
NO,FEMALE,73,PRIMARY/NO EDUCATION,58.0,152.0,25.1038781163435,YES,WIDOWED,Zachodnio-pomorskie,NO,980.0,MIXED,3991
NO,FEMALE,66,PRIMARY/NO EDUCATION,72.0,164.0,26.7697798929209,YES,MARRIED,Podkarpackie,NO,680.0,MOSTLY DISSATISFIED,3992
YES,FEMALE,47,VOCATIONAL/GRAMMAR,52.0,164.0,19.3337299226651,YES,WIDOWED,Slaskie,NO,700.0,MIXED,3993
NO,MALE,32,POST-SECONDARY OR HIGHER,90.0,180.0,27.7777777777778,YES,MARRIED,Podlaskie,NO,3500.0,PLEASED,3994
YES,FEMALE,56,SECONDARY,56.0,163.0,21.0771952275208,NO,MARRIED,Warminsko-mazurskie,NO,,MOSTLY SATISFIED,3995
YES,MALE,85,VOCATIONAL/GRAMMAR,71.0,175.0,23.1836734693878,YES,MARRIED,Warminsko-mazurskie,NO,1600.0,PLEASED,3996
NO,FEMALE,58,VOCATIONAL/GRAMMAR,72.0,167.0,25.8166302126286,YES,MARRIED,Warminsko-mazurskie,NO,0.0,PLEASED,3997
YES,FEMALE,50,VOCATIONAL/GRAMMAR,72.0,168.0,25.5102040816327,NO,MARRIED,Swietokrzyskie,NO,0.0,PLEASED,3998
YES,MALE,27,PRIMARY/NO EDUCATION,70.0,170.0,24.2214532871972,NO,MARRIED,Lodzkie,NO,2000.0,MOSTLY SATISFIED,3999
NO,FEMALE,54,SECONDARY,87.0,158.0,34.8501842653421,YES,SINGLE,Slaskie,NO,2100.0,MIXED,4000
NO,FEMALE,81,PRIMARY/NO EDUCATION,66.0,156.0,27.120315581854,YES,WIDOWED,Zachodnio-pomorskie,NO,1100.0,MIXED,4001
NO,FEMALE,71,VOCATIONAL/GRAMMAR,80.0,164.0,29.7441998810232,YES,MARRIED,Podkarpackie,NO,1150.0,MIXED,4002
YES,MALE,58,SECONDARY,86.0,186.0,24.8583651289166,YES,MARRIED,Malopolskie,NO,1900.0,MOSTLY SATISFIED,4003
NO,MALE,29,VOCATIONAL/GRAMMAR,79.0,179.0,24.6559096158047,NO,MARRIED,Slaskie,NO,0.0,PLEASED,4004
NO,FEMALE,60,SECONDARY,68.0,158.0,27.2392244832559,YES,MARRIED,Kujawsko-pomorskie,NO,1200.0,MOSTLY DISSATISFIED,4005
YES,FEMALE,52,VOCATIONAL/GRAMMAR,55.0,162.0,20.9571711629325,YES,DIVORCED,Lodzkie,NO,,PLEASED,4006
NO,FEMALE,61,PRIMARY/NO EDUCATION,52.0,165.0,19.1000918273646,YES,MARRIED,Wielkopolskie,NO,0.0,MIXED,4007
NO,FEMALE,24,SECONDARY,56.0,163.0,21.0771952275208,NO,SINGLE,Malopolskie,NO,0.0,MOSTLY SATISFIED,4008
NO,FEMALE,44,SECONDARY,60.0,160.0,23.4375,NO,MARRIED,Slaskie,NO,1000.0,PLEASED,4009
YES,MALE,46,VOCATIONAL/GRAMMAR,96.0,179.0,29.9616116850286,YES,MARRIED,Kujawsko-pomorskie,YES,1200.0,PLEASED,4010
NO,FEMALE,23,VOCATIONAL/GRAMMAR,75.0,152.0,32.4619113573407,YES,SINGLE,Wielkopolskie,YES,568.0,MOSTLY DISSATISFIED,4011
YES,FEMALE,47,VOCATIONAL/GRAMMAR,57.0,164.0,21.192742415229,YES,MARRIED,Podlaskie,NO,600.0,PLEASED,4012
NO,FEMALE,62,PRIMARY/NO EDUCATION,62.0,150.0,27.5555555555556,YES,MARRIED,Malopolskie,NO,1100.0,MOSTLY SATISFIED,4013
YES,MALE,76,PRIMARY/NO EDUCATION,74.0,160.0,28.90625,YES,WIDOWED,Podlaskie,NO,1057.0,MIXED,4014
NO,MALE,71,PRIMARY/NO EDUCATION,100.0,176.0,32.2830578512397,NO,MARRIED,Kujawsko-pomorskie,NO,795.0,PLEASED,4015
YES,MALE,28,SECONDARY,85.0,162.0,32.3883554336229,YES,MARRIED,Wielkopolskie,NO,2000.0,MOSTLY SATISFIED,4016
NO,MALE,18,VOCATIONAL/GRAMMAR,60.0,180.0,18.5185185185185,NO,SINGLE,Slaskie,NO,0.0,DELIGHTED,4017
NO,MALE,21,SECONDARY,78.0,187.0,22.3054705596385,NO,SINGLE,Podkarpackie,NO,1300.0,PLEASED,4018
NO,FEMALE,26,POST-SECONDARY OR HIGHER,55.0,168.0,19.4869614512472,NO,SINGLE,Lubelskie,YES,,MOSTLY SATISFIED,4019
YES,FEMALE,53,POST-SECONDARY OR HIGHER,98.0,164.0,36.4366448542534,NO,MARRIED,Lubelskie,YES,2500.0,MOSTLY SATISFIED,4020
NO,MALE,17,SECONDARY,61.0,179.0,19.0381074248619,NO,SINGLE,Swietokrzyskie,NO,0.0,MOSTLY SATISFIED,4021
NO,FEMALE,80,PRIMARY/NO EDUCATION,85.0,165.0,31.2213039485767,YES,WIDOWED,Swietokrzyskie,NO,1300.0,MOSTLY SATISFIED,4022
NO,MALE,58,VOCATIONAL/GRAMMAR,78.0,166.0,28.3059950645957,YES,MARRIED,Malopolskie,NO,816.0,PLEASED,4023
YES,MALE,36,PRIMARY/NO EDUCATION,67.0,176.0,21.6296487603306,YES,MARRIED,Wielkopolskie,NO,1600.0,PLEASED,4024
NO,FEMALE,24,POST-SECONDARY OR HIGHER,65.0,165.0,23.8751147842057,NO,SINGLE,Swietokrzyskie,NO,,MOSTLY SATISFIED,4025
YES,MALE,57,VOCATIONAL/GRAMMAR,86.0,184.0,25.4017013232514,YES,MARRIED,Zachodnio-pomorskie,NO,,MIXED,4026
YES,MALE,40,VOCATIONAL/GRAMMAR,75.0,175.0,24.4897959183673,YES,SINGLE,Lubuskie,YES,4000.0,MOSTLY SATISFIED,4027
NO,FEMALE,50,VOCATIONAL/GRAMMAR,106.0,164.0,39.4110648423557,YES,MARRIED,Lubuskie,NO,520.0,PLEASED,4028
NO,FEMALE,56,VOCATIONAL/GRAMMAR,56.0,152.0,24.2382271468144,YES,MARRIED,Lubelskie,NO,1000.0,MIXED,4029
NO,FEMALE,49,VOCATIONAL/GRAMMAR,91.0,167.0,32.6293520742945,NO,MARRIED,Wielkopolskie,NO,730.0,PLEASED,4030
YES,FEMALE,19,VOCATIONAL/GRAMMAR,48.0,162.0,18.2898948331047,NO,SINGLE,Kujawsko-pomorskie,YES,420.0,PLEASED,4031
YES,MALE,21,VOCATIONAL/GRAMMAR,75.0,174.0,24.7720967102656,NO,SINGLE,Slaskie,NO,1600.0,PLEASED,4032
NO,FEMALE,23,SECONDARY,54.0,164.0,20.0773349196907,NO,SINGLE,Pomorskie,NO,0.0,MOSTLY SATISFIED,4033
NO,FEMALE,31,VOCATIONAL/GRAMMAR,73.0,158.0,29.2421086364365,YES,MARRIED,Podlaskie,NO,,PLEASED,4034
NO,MALE,60,SECONDARY,90.0,183.0,26.8744961031981,NO,MARRIED,Mazowieckie,NO,1800.0,PLEASED,4035
NO,MALE,62,SECONDARY,122.0,182.0,36.8313005675643,NO,DE FACTO SEPARATED,Dolnoslaskie,NO,1800.0,MIXED,4036
YES,FEMALE,62,PRIMARY/NO EDUCATION,72.0,174.0,23.7812128418549,YES,MARRIED,Dolnoslaskie,NO,1000.0,MIXED,4037
NO,MALE,17,VOCATIONAL/GRAMMAR,80.0,175.0,26.1224489795918,NO,SINGLE,Kujawsko-pomorskie,NO,0.0,PLEASED,4038
NO,MALE,17,VOCATIONAL/GRAMMAR,85.0,173.0,28.4005479635136,NO,SINGLE,Swietokrzyskie,NO,,PLEASED,4039
NO,FEMALE,21,SECONDARY,98.0,166.0,35.5639425170562,NO,SINGLE,Mazowieckie,NO,,PLEASED,4040
NO,FEMALE,75,PRIMARY/NO EDUCATION,62.0,158.0,24.8357634994392,YES,MARRIED,Slaskie,NO,,MOSTLY SATISFIED,4041
NO,FEMALE,68,PRIMARY/NO EDUCATION,90.0,167.0,32.2707877657858,YES,MARRIED,Slaskie,NO,700.0,MOSTLY SATISFIED,4042
NO,MALE,39,SECONDARY,70.0,170.0,24.2214532871972,YES,MARRIED,Lodzkie,NO,0.0,MOSTLY SATISFIED,4043
NO,FEMALE,18,VOCATIONAL/GRAMMAR,68.0,165.0,24.9770431588613,NO,SINGLE,Podkarpackie,NO,,MOSTLY SATISFIED,4044
NO,MALE,23,VOCATIONAL/GRAMMAR,100.0,176.0,32.2830578512397,YES,SINGLE,Lodzkie,NO,2000.0,PLEASED,4045
NO,MALE,17,VOCATIONAL/GRAMMAR,65.0,175.0,21.2244897959184,NO,SINGLE,Swietokrzyskie,NO,,MOSTLY DISSATISFIED,4046
NO,FEMALE,16,PRIMARY/NO EDUCATION,61.0,160.0,23.828125,YES,SINGLE,Swietokrzyskie,NO,,MOSTLY SATISFIED,4047
NO,MALE,85,PRIMARY/NO EDUCATION,80.0,176.0,25.8264462809917,NO,MARRIED,Podlaskie,NO,2000.0,MOSTLY SATISFIED,4048
NO,MALE,39,SECONDARY,82.0,180.0,25.3086419753086,NO,MARRIED,Pomorskie,NO,2000.0,PLEASED,4049
NO,MALE,56,SECONDARY,96.0,176.0,30.9917355371901,NO,MARRIED,Slaskie,NO,2300.0,PLEASED,4050
YES,MALE,42,VOCATIONAL/GRAMMAR,80.0,175.0,26.1224489795918,YES,MARRIED,Kujawsko-pomorskie,NO,2000.0,PLEASED,4051
NO,FEMALE,74,VOCATIONAL/GRAMMAR,60.0,158.0,24.034609838167,NO,WIDOWED,Malopolskie,NO,697.0,MOSTLY SATISFIED,4052
